,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10
Cerebellum_4_5_L,-0.43381235,-0.28417939,-0.39972395,0.24713173,-0.15689654,0.25729552,-0.53196969,-0.06452426,-0.27301183,-0.14090126,-0.20712227,-0.09816695,-0.04368192,0.05297578,-0.08940305,0.20025264,0.00385773,-0.08888454,-0.42474769,-0.22088299,0.14306062,0.45373939,-0.13549084,0.13825272,0.02165399,0.28856751,0.08468118,0.20779538,-0.21534191,0.0272603,-0.37772655,-0.24730318,-0.00931051,-0.12405018,0.16253862,0.09208531,0.21115424,0.17326602,0.28102329,0.2865786,0.0154456,0.27575977,0.09641948,0.0043711,0.18806266,0.20429398,0.09891822,0.05656065,0.00270965,0.03990606,0.26148861,0.29051744,-0.24795987,-0.48014423,0.28752025,0.14214843,-0.39220327,-0.14184219,-0.13770947,-0.1054097,-0.13561585,0.05747396,-0.11278089,0.05275641,0.11439099,0.49546334,0.12516772,0.30029118,0.00400973,0.22621237,-0.37983521,-0.54813481,-0.08146025,-0.28390729,-0.02969343,-0.27455041,-0.25064997,-0.17739855,-0.05815175,-0.28262017,-0.45251387,-0.14065856,-0.00587303,-0.12875507,0.08291182,0.4328195,-0.00079859,0.09555037,0.0495494,0.24176177,-0.12931665,-0.1567941,-0.05614155,-0.094096,0.54791219,0.51471163,0,0.56082902,0.37241773,-0.08762078,-0.32388143,-0.52126893,-0.24436666,-0.18835801,0.12582629,0.12221758,-0.14383537,-0.28333419,0.15353696,0.34369468,0.45546456,0.26017465,-0.09699812,-0.01172872,-0.30030997,-0.01439803
Cerebellum_4_5_R,-0.20282831,-0.51762005,0.15402228,0.31505054,-0.17116452,-0.13559522,-0.32539644,-0.39380629,-0.42414556,-0.52169941,-0.37128012,-0.02807244,-0.2401363,-0.15807531,0.00742785,-0.15097185,-0.08143841,0.08382778,-0.44112276,-0.46179239,0.52774701,0.48717439,0.11917397,0.11322482,0.40572132,0.67554615,0.40075633,0.45880874,-0.01281455,0.06347254,-0.02817493,-0.19896327,0.06591871,-0.2678548,0.35223518,0.33459977,0.53917617,0.67056315,0.64831778,0.78574499,0.36490529,0.49401753,0.50923451,0.49045962,0.31910826,0.09463152,0.17131095,0.29787869,0.1767729,0.06807997,0.56251299,0.40337547,-0.18086231,-0.46765689,0.38463965,0.45134134,-0.12551778,-0.32411384,0.07861551,-0.24906832,-0.05825245,-0.38425162,-0.17203154,-0.24096834,0.06803236,-0.03904112,0.38616886,0.34358648,-0.01649067,0.20181971,0.00641207,-0.19906962,0.12315178,-0.05801651,-0.17917891,-0.05081713,0.19641962,-0.2599046,0.06619535,-0.33813495,-0.6371341,-0.35084397,-0.22337084,-0.15537176,-0.18452377,-0.02932646,0.05699968,0.18413482,-0.12540374,0.14553305,-0.34558756,-0.05134616,-0.26532459,0.20992127,0.2567455,0.55080377,0.56082902,0,-0.17201935,0.07344837,-0.55779429,-0.22798098,-0.29793356,-0.07627197,0.2157707,0.25237197,-0.21824604,-0.28766833,0.13871572,0.32707208,0.59816404,0.00567661,-0.21088009,0.12802629,-0.38595416,0.27522409
Cerebellum_6_L,-0.40427651,0.14874824,-0.71961077,-0.0325453,-0.25015784,0.55013017,-0.43589192,0.45432496,0.19341542,0.49104491,-0.04264254,-0.05329035,0.02822957,0.52546459,-0.23610122,0.32766781,0.41021932,-0.02621574,-0.15633855,0.23885263,-0.45079945,-0.13760167,-0.44385134,-0.00974957,-0.47322544,-0.38139534,-0.49161125,-0.4196543,0.08468644,0.08702109,-0.40766354,-0.03496473,0.09508278,0.23733479,-0.21463575,-0.00503465,-0.52437346,-0.49979189,-0.5714325,-0.41642404,-0.39036275,-0.46060293,-0.13578896,-0.12239045,0.21985125,0.38637529,0.26773145,0.12563867,0.06131954,0.18767285,-0.13667408,0.13903358,0.09225791,-0.12612079,0.05539356,-0.15944049,-0.35716087,0.01654255,-0.16873708,0.20907208,-0.21305858,0.47587521,0.29884691,0.55189554,-0.05486751,0.61984627,-0.15225899,0.17936268,-0.14701232,0.01787241,-0.54671543,-0.52881854,-0.52266967,-0.35914996,-0.01768082,-0.56893831,-0.43418704,-0.12193057,-0.18722579,0.10624161,0.13341177,0.47235137,0.08566181,-0.08203699,0.09029176,0.74929886,-0.1335784,-0.09750002,-0.06133466,0.11718461,0.1669968,-0.41110108,0.06390159,-0.53336002,0.38715355,0.18143464,0.37241773,-0.17201935,0,0.05468668,0.36892355,-0.28630739,0.44831522,-0.03014473,0.10861824,0.02710821,-0.05600279,0.1460543,-0.09471112,-0.28821266,0.02428797,0.26485686,-0.02687434,-0.12023211,0.14589835,-0.3228173
Cerebellum_6_R,0.21599504,-0.18685786,0.38893921,-0.00615945,0.16092861,-0.27893495,0.20891947,-0.43239172,-0.12663707,-0.29978738,0.36019424,-0.06106355,0.37209879,-0.26458446,0.45425078,0.02437048,-0.29821841,-0.28706013,0.30463185,0.05536299,0.26884448,0.12511242,0.45771367,0.24209444,0.22725105,0.24861728,0.28063952,0.41242849,-0.0067287,-0.09801153,0.26777288,0.17876682,-0.15860181,-0.24930874,0.17063655,0.04117194,-0.06642322,0.0809326,-0.14415223,-0.05579039,-0.25503911,0.04788141,-0.02403894,0.03606504,-0.09904135,-0.44057519,-0.33768477,-0.24528299,-0.37348274,-0.4631883,-0.22021109,-0.37073767,-0.26074324,-0.02234549,-0.43674842,-0.01079917,0.14960998,-0.05888958,-0.0158293,-0.07712735,-0.04624328,-0.32424061,0.00554394,-0.26591453,0.23829971,-0.34382599,-0.20092127,-0.30838832,0.08771627,-0.15800736,0.36707428,0.10522487,0.29264684,0.11056179,0.2232665,-0.06252462,0.10199341,0.18113611,-0.28679907,-0.18791431,-0.32222935,-0.13422001,0.15508636,0.00217836,0.25427183,-0.00780383,0.42965159,0.45510989,-0.35702139,-0.58480717,-0.15149015,0.51433459,-0.11218959,0.53609537,-0.44378524,-0.2435478,-0.08762078,0.07344837,0.05468668,0,-0.10716532,0.56289202,0.2738354,0.47221758,0.34780936,0.59169627,0.1238835,0.22502346,-0.16806031,-0.18564998,-0.07417697,0.06528777,0.05004672,0.21451917,0.41299797,0.21725034
Cerebellum_7b_L,0.27964206,0.52794807,-0.38944434,-0.40170593,-0.28114639,0.25166393,0.32066698,0.76697338,0.72661711,0.42699978,0.09365249,0.11829223,-0.34928752,0.43038919,-0.54129061,-0.32902232,0.4311348,0.1695684,0.39960714,0.60114181,-0.4618868,-0.5657691,-0.64805642,-0.56127524,-0.73570558,-0.6027957,-0.80811417,-0.77637032,0.52235603,0.25673637,0.03854652,0.10106786,0.40956886,0.71064669,-0.7443612,-0.46942716,-0.67565894,-0.66927577,-0.46531231,-0.58657364,-0.3664517,-0.67840739,-0.47178541,-0.39962727,-0.376412,0.30679159,0.01605437,-0.18487745,0.34327934,0.37576024,-0.19483258,0.20593149,0.52336937,0.22149292,0.01327802,-0.35017152,0.09758323,0.15303343,0.42663307,0.47323412,0.42540758,0.63580745,0.54273347,0.71265099,-0.60278038,0.10907181,0.16958582,0.27166135,-0.08261159,0.03420345,0.03157818,0.18403415,-0.24173979,-0.08962799,0.00367373,-0.28240285,-0.40849932,-0.01429569,0.04425919,0.28588189,0.55034239,0.3527519,-0.26742458,-0.40612927,-0.40892253,0.04088457,-0.47638403,-0.58467614,0.27160105,0.26660649,0.16817313,-0.43533676,-0.10581011,-0.59408817,0.00686174,-0.21838129,-0.32388143,-0.55779429,0.36892355,-0.10716532,0,0.36051868,0.68041795,0.50425837,-0.02143404,-0.15491022,-0.05174834,0.37199594,-0.26401657,-0.20454203,-0.45489535,-0.11566767,0.18387038,-0.30000215,0.03895652,-0.30641637
Cerebellum_7b_R,0.58186945,0.07684248,0.46129018,-0.32239165,0.05885343,-0.34389109,0.74644809,-0.01861577,0.37839322,-0.13661152,0.38285833,0.05534845,0.04030794,-0.18550822,0.14576297,-0.4422692,-0.05347719,-0.04263733,0.61905622,0.27144617,0.0648031,-0.26104867,0.16779591,-0.2223777,-0.14700159,-0.10095197,-0.0771395,-0.04921188,0.33782025,-0.01866563,0.57277357,0.22862583,0.0407083,0.18074528,-0.30670135,-0.42389117,-0.26861145,-0.15461053,-0.161353,-0.1468198,-0.23095124,-0.23987657,-0.37465426,-0.19677199,-0.52965093,-0.37270328,-0.57372189,-0.55407033,-0.16375698,-0.25050114,-0.40766339,-0.31050368,0.08285287,0.09875634,-0.54212286,-0.33584445,0.37787792,0.02239276,0.30670202,0.02222885,0.38994163,-0.08539119,0.27189855,-0.0214499,-0.13157056,-0.54873148,0.00698924,-0.17348626,-0.13083864,-0.29907292,0.71660362,0.61811321,0.27369225,0.15955544,0.17013189,-0.01791725,0.02977753,0.19849788,-0.16070508,0.11548271,0.08233752,-0.00610211,-0.06229161,-0.19092343,-0.1178568,-0.37798028,0.01731137,0.02339882,-0.02123551,-0.33948181,-0.27527791,0.32112863,-0.2962247,0.38056424,-0.5731596,-0.51480614,-0.52126893,-0.22798098,-0.28630739,0.56289202,0.36051868,0,0.47966565,0.73174162,0.35840119,0.24912157,0.10677406,0.18729987,-0.30232598,-0.24040454,-0.59679409,-0.33732478,-0.11342966,-0.12421673,0.23206388,0.21375998
Cerebellum_8_L,0.17163594,0.37318765,-0.2571426,-0.48888376,-0.29710253,0.32479899,0.1806838,0.43004915,0.47083433,0.44108428,0.11996786,-0.0487277,-0.20960513,0.28599221,-0.22248743,-0.23530039,0.51780725,0.25322129,0.41584663,0.53968758,-0.40482378,-0.39042245,-0.39588942,-0.39525467,-0.59149684,-0.50056907,-0.5425223,-0.51163354,0.53845635,0.27680484,0.21952822,0.20549176,0.33062641,0.55481399,-0.55321934,-0.36990034,-0.70377834,-0.50166912,-0.52912557,-0.36251682,-0.16867227,-0.58177995,-0.31654858,-0.16237602,-0.2230809,0.103439,0.02939296,-0.05146776,0.15341652,0.1358089,-0.27441781,-0.02518569,0.41481637,0.27293909,-0.20439601,-0.23940736,0.24821634,0.23692092,0.21917498,0.32729458,0.15886031,0.36751206,0.49994723,0.55813441,-0.4181933,-0.03299825,-0.02981103,0.05737063,0.01331345,0.04495645,0.11170365,0.11907047,-0.17962728,-0.01104915,-0.05171277,-0.37734721,-0.27614166,0.19207565,0.17890475,0.27729355,0.42775248,0.49541079,-0.12375586,-0.1590924,-0.24832369,0.13412743,-0.35785837,-0.26520527,-0.06530361,-0.13844832,-0.04146161,-0.3148709,-0.25957625,-0.37209132,-0.04380842,-0.24238044,-0.24436666,-0.29793356,0.44831522,0.2738354,0.68041795,0.47966565,0,0.62693214,0.08893694,0.08411418,-0.14923498,0.19751802,-0.33436725,-0.39736917,-0.39131271,0.0191018,0.02445746,-0.1568458,0.13197561,-0.05441755
Cerebellum_8_R,0.52570571,0.34652539,0.13376798,-0.41028054,0.00389128,-0.03331895,0.5565888,0.200004,0.5362317,-0.12813371,0.23076475,0.18248943,-0.21661635,-0.0141988,-0.20141431,-0.61693591,0.30554908,0.23210601,0.57490677,0.52355663,-0.03164722,-0.21050694,-0.26096828,-0.5230708,-0.32322895,-0.12936496,-0.30193381,-0.18620856,0.5041146,0.197186,0.23384102,-0.10293286,0.22273049,0.35345389,-0.57498625,-0.49013503,-0.27672162,-0.1999662,-0.06720167,-0.12530179,-0.15148758,-0.21789236,-0.32833617,-0.21690002,-0.56944525,-0.17328173,-0.29317823,-0.33256816,0.16586514,0.12145222,-0.05474097,0.05400157,0.37816269,0.20721305,-0.16730689,-0.08247998,0.44628157,0.25220959,0.58052248,0.3444126,0.57139338,0.23185814,0.3228886,0.28074556,-0.55565047,-0.35946494,0.17883387,0.06705034,0.09415058,0.07935865,0.38167091,0.33798104,0.37206626,0.33243743,0.16236223,-0.10316973,-0.25132441,0.20321515,-0.02470082,0.12247295,0.19886229,0.07950342,-0.42892864,-0.42908018,-0.46576624,-0.3512106,-0.26390352,-0.29999596,-0.03175908,-0.07577684,-0.3518567,-0.07210541,-0.40820529,-0.02763559,-0.32294762,-0.26786298,-0.18835801,-0.07627197,-0.03014473,0.47221758,0.50425837,0.73174162,0.62693214,0,0.21552792,0.36257995,-0.00751662,0.29451218,-0.30139496,-0.01927608,-0.31308024,-0.1258473,0.16235525,-0.11226767,0.14975239,0.23504797
Cerebellum_9_L,0.05908018,-0.39864709,0.00075426,-0.02387959,0.0188141,-0.27512623,0.01113422,-0.16129866,0.04635364,-0.31522891,0.05533249,0.11316925,0.08801107,-0.03058063,0.10112576,-0.09592464,-0.01628023,-0.37302091,-0.04249244,-0.24252277,0.33735618,-0.00639785,0.04197707,0.02792332,0.08189091,0.36042451,0.09101649,0.07183994,0.08194958,-0.1655822,0.00685178,-0.15181911,0.07417134,-0.15826152,0.09162974,0.00442295,-0.0389741,-0.03129004,-0.02882394,0.21937193,-0.45523132,-0.21123125,0.11485485,0.35363119,0.19328599,0.25810146,-0.26503119,-0.23850895,0.11283399,0.1228933,0.10708701,0.21812386,-0.40498554,-0.50950213,-0.23688735,-0.00522675,-0.33465449,-0.57093738,0.05066034,-0.34150413,0.00803986,-0.19273322,0.2008881,-0.06641032,0.1579722,0.00462327,0.22033362,0.27070529,-0.45356597,-0.33539548,0.25718612,0.06296718,-0.10567463,-0.4341022,0.17949529,-0.19191167,0.00386236,-0.31864202,-0.32269188,-0.45562897,-0.39851779,-0.2081019,0.15373974,-0.23546985,0.05479398,0.29554286,0.34346272,0.21485147,-0.17963597,-0.07696274,-0.46692398,0.14252898,-0.32873619,0.19996576,-0.16815793,0.2095192,0.12582629,0.2157707,0.10861824,0.34780936,-0.02143404,0.35840119,0.08893694,0.21552792,0,0.43158017,0.3606345,0.20783321,-0.28199564,-0.02347519,-0.04043044,-0.52691976,-0.27081811,-0.4204889,0.23735965,0.07930448
Cerebellum_9_R,-0.00763591,-0.31626267,0.16154356,-0.09161066,-0.0973804,-0.03132441,-0.02259612,-0.38684625,-0.11377876,-0.44270928,0.17919503,-0.19758404,0.09266217,-0.34747093,0.39194521,-0.11348441,-0.17914821,-0.31665771,0.16904602,0.04682109,0.58350846,0.23657525,0.24798691,0.10733978,0.09199083,0.35845928,0.09874906,0.2331764,0.19136828,-0.01468678,0.25803631,-0.0493892,0.2837704,-0.01076771,0.13580297,0.22192666,-0.10805791,0.00880018,-0.04701884,0.0345582,-0.24562296,0.22866477,-0.03414454,0.01512889,0.10801006,-0.04319579,-0.3029356,-0.23207971,-0.01837486,-0.10405456,0.01773567,-0.05039734,-0.10201543,-0.20261302,-0.00450398,0.04056146,-0.30914032,-0.21168914,0.0551179,-0.08617556,-0.15496832,-0.15035147,0.23388176,0.0244006,0.1603416,-0.28998662,0.25896166,0.13095185,0.05790298,0.0627787,0.20776359,-0.11142705,0.42468643,0.07690625,0.27937116,-0.07877034,0.11366385,0.22666547,-0.29709246,-0.35371544,-0.53367288,-0.12731901,0.10336761,-0.12994715,0.14495627,0.16924156,0.40760675,0.45063778,-0.11537098,-0.37009889,-0.41883449,0.15626884,-0.22926776,0.27641391,-0.15441365,-0.0474982,0.12221758,0.25237197,0.02710821,0.59169627,-0.15491022,0.24912157,0.08411418,0.36257995,0.43158017,0,0.05964228,0.16051728,-0.31880006,0.06476674,0.24416309,-0.06753746,0.00086956,-0.15617754,0.09017417,0.23880007
Cerebellum_10_L,0.18076583,0.0550565,-0.11017664,-0.19408406,0.59377287,-0.12011276,0.02665247,-0.0885204,0.06641289,0.0103305,0.34507355,0.41362341,0.53140733,0.11671652,0.25799833,0.1556195,-0.14500069,-0.59171798,0.02585667,-0.12270802,0.06986375,0.05840432,0.10512266,0.05176393,0.15783346,0.15958233,0.14760649,0.06057423,-0.15908199,-0.35922934,-0.2042889,-0.31260784,-0.2807477,-0.4422262,0.11130952,-0.00156966,0.05694554,-0.22596972,-0.19628322,-0.26435255,-0.1273185,-0.05513653,-0.10631413,0.13556268,0.04512281,0.13693992,-0.25947334,-0.23309318,-0.15227956,0.09925584,-0.05816775,-0.07705498,-0.28473799,0.06455082,-0.37805301,-0.16997645,-0.12562144,-0.25557644,-0.17049557,-0.34340009,0.00100046,0.10437596,-0.12617468,-0.33082042,0.26245105,0.23163708,-0.34131228,-0.18486744,-0.22742955,-0.55723126,0.02577489,0.18513059,-0.07070655,-0.02889567,0.1476146,0.27563755,0.0847367,-0.05793545,-0.1936962,-0.38733664,0.00742873,-0.31352204,0.30025588,0.18689328,0.32041077,0.15657856,0.27961001,0.04860594,0.12183497,0.03301664,0.01464133,0.31331288,0.12127151,0.10743986,-0.44538762,-0.01871433,-0.14383537,-0.21824604,-0.05600279,0.1238835,-0.05174834,0.10677406,-0.14923498,-0.00751662,0.3606345,0.05964228,0,0.4044289,-0.28789417,-0.20953782,-0.18459118,-0.18004467,0.12984611,-0.13243342,0.54193516,-0.00990763
